ID_Exclosure_opname;Datum;jaar;maand;ID_Exclosure;ID_Exclosure_zone;Deelgebied;Vegetatie aanwezig;Begraasd/Niet Begr;Afgebrand 2011;Opmerking;Afstand_m;Hoek_gr;Bedekking mos;Bedekking kale bodem;strooisel ingezameld;bodemstalen ingezameld;H1_cm;H2_cm;H3_cm;H4_cm;H5_cm;H6_cm;H7_cm;H8_cm;H_gemd;Sdev
117;26/09/2011;2011;9;1;Begraasd, D;GB;WAAR;B;ONWAAR;;10,8;224;80-90;1-5;ONWAAR;WAAR;26;8;9;18,5;15;14;7;16;14;5,905175
118;26/09/2011;2011;9;2;Excl, zone A;GB;WAAR;NB;ONWAAR;;0;0;5-10;5-10;ONWAAR;WAAR;12;64;81;88;58;51;52;72,5;60;21,93732
119;26/09/2011;2011;9;2;Excl, zone B;GB;WAAR;NB;ONWAAR;;0;0;80-90;1-5;WAAR;ONWAAR;50;8;16,5;19;37,5;58;0;15;26;19,33423
120;26/09/2011;2011;9;2;Excl, zone C;GB;WAAR;NB;ONWAAR;;0;0;40-50;20-30;WAAR;WAAR;36;23;12;20;19;40;21;28,5;25;8,719366
121;26/09/2011;2011;9;2;Excl, zone D;GB;WAAR;NB;ONWAAR;;0;0;20-30;5-10;ONWAAR;WAAR;35;19;96;19;95;97;82,5;49;62;32,5667
122;26/09/2011;2011;9;2;Excl, Centrum;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;WAAR;45;32;13,5;13;58;34;18;12;28;15,93725
123;26/09/2011;2011;9;2;Begraasd, A;GB;WAAR;B;ONWAAR;;40,1;142;40-50;1-5;ONWAAR;WAAR;24,5;21;14;10;12;12,5;18,5;35;18;7,787961
124;26/09/2011;2011;9;2;Begraasd, B;GB;WAAR;B;ONWAAR;;56;142;10-20;20-30;ONWAAR;WAAR;12,5;34;23;17;11;18,5;63;38;27;16,28026
125;26/09/2011;2011;9;2;Begraasd, C;GB;WAAR;B;ONWAAR;;45,5;208;nvt;50-60;ONWAAR;WAAR;8;9;6;6;21;9,5;7,5;8;9;4,546633
126;26/09/2011;2011;9;2;Begraasd, D;GB;WAAR;B;ONWAAR;;56;204;20-30;30-40;ONWAAR;WAAR;0;0;7;3;2;4;0;1;2;2,315032
127;26/09/2011;2011;9;3;Excl, zone A;WD;ONWAAR;NB;ONWAAR;;0;0;nvt;100;ONWAAR;WAAR;0;0;0;0;0;0;0;0;0;0
128;26/09/2011;2011;9;3;Excl, zone B;WD;WAAR;NB;ONWAAR;;0;0;1-5;90-100;ONWAAR;WAAR;2;3;3;1,5;2;3,5;1,5;3;2;0,7261844
129;26/09/2011;2011;9;3;Excl, zone C;WD;WAAR;NB;ONWAAR;;0;0;10-20;20-30;ONWAAR;WAAR;9;81;89;2,5;91;66;48;107;62;36,25684
130;26/09/2011;2011;9;3;Excl, zone D;WD;WAAR;NB;ONWAAR;;0;0;5-10;90-100;ONWAAR;WAAR;56;48;0;0;0;0;0;0;13;22,60531
131;26/09/2011;2011;9;3;Excl, Centrum;WD;WAAR;NB;ONWAAR;;0;0;1-5;90-100;ONWAAR;ONWAAR;0;0;0;6;7;4;3;4;3;2,598076
132;26/09/2011;2011;9;3;Begraasd, A;WD;WAAR;B;ONWAAR;;15,7;15;1-5;50-60;ONWAAR;WAAR;43,5;32;61;62,5;15,5;47;15;30;38;17,22995
133;26/09/2011;2011;9;3;Begraasd, B;WD;WAAR;B;ONWAAR;;12,7;97;;40-50;ONWAAR;ONWAAR;39,5;33;13;57;3;47,5;64,5;54;39;20,24759
134;26/09/2011;2011;9;3;Begraasd, C;WD;WAAR;B;ONWAAR;;0;0;nvt;90-100;ONWAAR;WAAR;1;3;0;0;8,5;0;4;0;2;2,833257
135;26/09/2011;2011;9;3;Excl, zone D;WD;WAAR;NB;ONWAAR;;10,7;264;5-10;80-90;ONWAAR;WAAR;1;53;2;4;0;0;3;0;8;17,11313
136;27/09/2011;2011;9;4;Excl, zone A;WD;WAAR;NB;ONWAAR;Begraasd!, en rugstreeppad net buiten exclosure;0;0;5-10;80-90;ONWAAR;WAAR;12;58;36;0;0;0;0;0;13;20,61401
137;27/09/2011;2011;9;4;Excl, zone B;WD;WAAR;NB;ONWAAR;;0;0;;60-70;WAAR;WAAR;75,5;45;69;45,5;71,5;48;41;57;57;12,78778
138;27/09/2011;2011;9;4;Excl, zone C;WD;ONWAAR;NB;ONWAAR;;0;0;nvt;100;ONWAAR;WAAR;0;0;0;0;0;0;0;0;0;0
139;27/09/2011;2011;9;4;Excl, zone D;WD;WAAR;NB;ONWAAR;;0;0;1-5;90-100;ONWAAR;WAAR;0;2;0;59;62;0;0;0;15;26,07172
140;27/09/2011;2011;9;4;Excl, Centrum;WD;ONWAAR;NB;ONWAAR;;0;0;nvt;100;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;0;0
141;27/09/2011;2011;9;4;Begraasd, A;WD;WAAR;B;ONWAAR;;20,5;8;1-5;90-100;ONWAAR;WAAR;2;3;0;0;0;0;0;0;1;1,111024
142;27/09/2011;2011;9;4;Begraasd, B;WD;ONWAAR;B;ONWAAR;;10,7;92;nvt;100;ONWAAR;WAAR;0;0;0;0;0;0;0;0;0;0
143;27/09/2011;2011;9;4;Begraasd, C;WD;WAAR;B;ONWAAR;;16;173;nvt;90-100;ONWAAR;WAAR;4,5;2;0;0;0;0;0;0;1;1,539836
144;27/09/2011;2011;9;4;Begraasd, D;WD;ONWAAR;B;ONWAAR;;12;286;nvt;100;ONWAAR;WAAR;0;0;0;0;0;0;0;0;0;0
145;27/09/2011;2011;9;5;Excl, zone A;LV;WAAR;NB;ONWAAR;;0;0;5-10;70-80;ONWAAR;WAAR;63;0;68;78;0;44;0;61;39;31,64155
146;27/09/2011;2011;9;5;Excl, zone B;LV;WAAR;NB;ONWAAR;;0;0;nvt;90-100;ONWAAR;WAAR;0;35;26,5;0;41;72;0;0;22;24,9649
147;27/09/2011;2011;9;5;Excl, zone C;LV;WAAR;NB;ONWAAR;;0;0;nvt;90-100;ONWAAR;WAAR;2,5;0;0;0;0;0;0;0;0;0,8267973
148;27/09/2011;2011;9;5;Excl, zone D;LV;ONWAAR;NB;ONWAAR;;0;0;nvt;100;ONWAAR;WAAR;0;0;0;0;0;0;0;0;0;0
149;27/09/2011;2011;9;5;Excl, Centrum;LV;WAAR;NB;ONWAAR;;0;0;nvt;80-90;ONWAAR;ONWAAR;40;56;5;6,5;5,5;60,5;66;38;35;24,15566
150;27/09/2011;2011;9;5;Begraasd, A;LV;WAAR;B;ONWAAR;;13;86;5-10;70-80;ONWAAR;WAAR;85;100;80;95;96;12;105;21;74;34,22627
151;27/09/2011;2011;9;5;Begraasd, B;LV;WAAR;B;ONWAAR;;15,5;182;< 1;90-100;ONWAAR;WAAR;0;4;7;4,5;47;25;4;32;15;16,01842
152;27/09/2011;2011;9;5;Begraasd, C;LV;WAAR;B;ONWAAR;;12,8;282;1-5;70-80;ONWAAR;WAAR;4,5;1,5;2,5;2,5;4;6;4;4;4;1,316957
153;27/09/2011;2011;9;5;Begraasd, D;LV;WAAR;B;ONWAAR;;16,9;10;10-20;70-80;ONWAAR;WAAR;101;114;75;116;22;9;47,5;3;61;43,87656
154;27/09/2011;2011;9;6;Excl, zone A;LV;WAAR;NB;ONWAAR;;0;0;1-5;80-90;ONWAAR;WAAR;45;0;0;14;7;51;7;27;19;18,70453
155;27/09/2011;2011;9;6;Excl, zone B;LV;WAAR;NB;ONWAAR;;0;0;10-20;60-70;ONWAAR;WAAR;85;73;69;66;83;0;52;70;62;25,40546
156;27/09/2011;2011;9;6;Excl, zone C;LV;WAAR;NB;ONWAAR;;0;0;1-5;40-50;ONWAAR;WAAR;1,5;112;68;97;95;81;8;82;68;38,55713
157;27/09/2011;2011;9;6;Excl, zone D;LV;WAAR;NB;ONWAAR;;0;0;1-5;70-80;ONWAAR;WAAR;3;40,5;50;100;7;2;105;94;50;41,70277
158;27/09/2011;2011;9;6;Excl, Centrum;LV;WAAR;NB;ONWAAR;;0;0;10-20;60-70;ONWAAR;ONWAAR;23;54;12;61;22;11;10;17;26;18,67987
159;27/09/2011;2011;9;6;Begraasd, A;LV;WAAR;B;ONWAAR;;18,2;318;1-5;70-80;ONWAAR;WAAR;38;1,5;56,5;64;34;56;4,5;64;40;23,61797
160;27/09/2011;2011;9;6;Begraasd, B;LV;WAAR;B;ONWAAR;;10,6;30;1-5;70-80;ONWAAR;WAAR;3;23;3;4;3;22;1,5;36;12;12,31979
161;27/09/2011;2011;9;6;Begraasd, C;LV;WAAR;B;ONWAAR;;8,4;105;< 1;;ONWAAR;WAAR;42;6;24;9;29;34;18;21;23;11,36263
162;27/09/2011;2011;9;6;Begraasd, D;LV;WAAR;B;ONWAAR;;23;150;5-10;50-60;ONWAAR;WAAR;47;60;62;39;75;19;48;51,5;50;15,67629
163;7/06/2012;2012;6;6;Excl, Centrum;LV;WAAR;NB;ONWAAR;;0;0;50-60;< 1;WAAR;ONWAAR;0;19;20;4;29;12;16;21;;8,866193
164;7/06/2012;2012;6;6;Excl, zone D;LV;WAAR;NB;ONWAAR;;0;0;50-60;1-5;ONWAAR;ONWAAR;0;2;5;16;0;20;18;2;;8,037995
165;7/06/2012;2012;6;6;Excl, zone C;LV;WAAR;NB;ONWAAR;;0;0;40-50;1-5;WAAR;ONWAAR;33;3;10;22;2;20;32;30;;11,84272
166;7/06/2012;2012;6;6;Excl, zone A;LV;WAAR;NB;ONWAAR;;0;0;30-40;1-5;WAAR;ONWAAR;32;24;32;16;30;26;30;25;;5,035809
167;7/06/2012;2012;6;6;Excl, zone B;LV;WAAR;NB;ONWAAR;;0;0;20-30;< 1;WAAR;ONWAAR;20;23;24;29;19;29;21;17;;4,145781
168;7/06/2012;2012;6;6;Begraasd, A;LV;WAAR;B;ONWAAR;;20;162;30-40;30-40;ONWAAR;ONWAAR;0;3;7;16;11;8;1;2;;5,196152
169;7/06/2012;2012;6;6;Begraasd, B;LV;WAAR;B;ONWAAR;;15;176;20-30;10-20;ONWAAR;ONWAAR;17;14;7;12;10;17;13;0;;5,285594
170;7/06/2012;2012;6;6;Begraasd, C;LV;WAAR;B;ONWAAR;;16;260;30-40;40-50;ONWAAR;ONWAAR;2;3;0;3;0;0;4;0;;1,581139
171;7/06/2012;2012;6;6;Begraasd, D;LV;WAAR;B;ONWAAR;;23;328;30-40;< 1;WAAR;ONWAAR;32;30;25;10;32;25;0;16;;10,84839
172;7/06/2012;2012;6;5;Excl, Centrum;LV;WAAR;NB;ONWAAR;;0;0;60-70;< 1;ONWAAR;ONWAAR;0;15;17;0;23;24;0;12;;9,538573
173;7/06/2012;2012;6;5;Excl, zone A;LV;WAAR;NB;ONWAAR;;0;0;5-10;80-90;ONWAAR;ONWAAR;0;0;15;6;20;7;11;0;;7,034513
174;7/06/2012;2012;6;5;Excl, zone B;LV;WAAR;NB;ONWAAR;;0;0;< 1;90-100;ONWAAR;ONWAAR;0;15;11;11;20;22;0;16;;7,736884
175;7/06/2012;2012;6;5;Excl, zone C;LV;WAAR;NB;ONWAAR;;0;0;90-100;;ONWAAR;ONWAAR;0;7;21;35;18;0;30;22;;12,3079
176;7/06/2012;2012;6;5;Excl, zone D;LV;WAAR;NB;ONWAAR;;0;0;90-100;;ONWAAR;ONWAAR;25;0;4;0;16;23;45;9;;14,45467
177;7/06/2012;2012;6;5;Begraasd, A;LV;ONWAAR;B;ONWAAR;;14;76;;100;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
178;7/06/2012;2012;6;5;Begraasd, B;LV;WAAR;B;ONWAAR;;12;145;1-5;90-100;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
179;7/06/2012;2012;6;5;Begraasd, C;LV;WAAR;B;ONWAAR;;11;274;50-60;20-30;ONWAAR;ONWAAR;26;4;23;0;13;0;22;23;;10,38554
180;7/06/2012;2012;6;5;Begraasd, D;LV;WAAR;B;ONWAAR;;17;348;20-30;60-70;ONWAAR;ONWAAR;0;12;0;12;11;7;5;2;;4,833154
181;7/06/2012;2012;6;4;Excl, Centrum;WD;ONWAAR;NB;ONWAAR;;0;0;1-5;90-100;ONWAAR;ONWAAR;3;0;0;0;0;0;0;0;;0,9921567
182;7/06/2012;2012;6;4;Excl, zone C;WD;ONWAAR;NB;ONWAAR;;0;0;1-5;;ONWAAR;ONWAAR;13;0;0;0;0;0;0;0;;4,299346
183;7/06/2012;2012;6;4;Excl, zone D;WD;ONWAAR;NB;ONWAAR;;0;0;1-5;;ONWAAR;ONWAAR;2;1;2;0;0;0;0;0;;0,8569568
184;7/06/2012;2012;6;4;Excl, zone A;WD;WAAR;NB;ONWAAR;;0;0;5-10;60-70;ONWAAR;ONWAAR;14;4;20;37;36;40;6;14;;13,48089
185;7/06/2012;2012;6;4;Excl, zone B;WD;WAAR;NB;ONWAAR;;0;0;1-5;90-100;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
186;7/06/2012;2012;6;4;Begraasd, B;WD;WAAR;B;ONWAAR;;13;263;5-10;90-100;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
187;7/06/2012;2012;6;4;Begraasd, A;WD;WAAR;B;ONWAAR;;11;174;10-20;80-90;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
188;7/06/2012;2012;6;4;Begraasd, D;WD;ONWAAR;B;ONWAAR;;0;0;70-80;20-30;ONWAAR;ONWAAR;1,5;1;3;2;0;0;0;0;;1,073473
189;7/06/2012;2012;6;4;Begraasd, C;WD;WAAR;B;ONWAAR;;11;4;60-70;30-40;ONWAAR;ONWAAR;2;1;1,5;1;1,5;2;0;0;;0,73951
190;7/06/2012;2012;6;2;Excl, Centrum;GB;WAAR;NB;ONWAAR;;0;0;90-100;< 1;WAAR;ONWAAR;40;52;44;20;46;32;35;20;;10,98223
191;7/06/2012;2012;6;2;Excl, zone A;GB;ONWAAR;NB;ONWAAR;;0;0;90-100;< 1;WAAR;ONWAAR;37;8;28;39;22;36;29;48;;11,38461
192;7/06/2012;2012;6;2;Excl, zone B;GB;WAAR;NB;ONWAAR;;0;0;70-80;< 1;WAAR;ONWAAR;60;45;13;8;32;18;40;26;;16,43738
193;7/06/2012;2012;6;2;Excl, zone C;GB;WAAR;NB;ONWAAR;;0;0;40-50;5-10;ONWAAR;ONWAAR;43;36;29;2;32;58;39;24;;15,11983
194;7/06/2012;2012;6;2;Excl, zone D;GB;WAAR;NB;ONWAAR;;0;0;60-70;< 1;WAAR;ONWAAR;40;44;28;29;46;32;48;47;;7,822244
195;7/06/2012;2012;6;2;Begraasd, C;GB;WAAR;B;ONWAAR;;14;308;40-50;< 1;WAAR;ONWAAR;16;14;10;26;2;13;12;8;;6,460215
196;7/06/2012;2012;6;2;Begraasd, D;GB;WAAR;B;ONWAAR;;10,5;52;20-30;20-30;ONWAAR;ONWAAR;14;17;27;35;14;4;26;6;;10,04288
197;7/06/2012;2012;6;2;Begraasd, A;GB;WAAR;B;ONWAAR;;6,5;140;40-50;< 1;WAAR;ONWAAR;8;25;37;26;2;12;29;46;;13,96816
198;7/06/2012;2012;6;2;Begraasd, B;GB;WAAR;B;ONWAAR;;9;232;;70-80;ONWAAR;ONWAAR;5;0;4;2;8;7;0;13;;4,136348
199;7/06/2012;2012;6;3;Excl, Centrum;WD;WAAR;NB;ONWAAR;;0;0;80-90;5-10;ONWAAR;ONWAAR;1;2;1;0;34;30;9;2;;13,07132
200;7/06/2012;2012;6;3;Excl, zone A;WD;WAAR;NB;ONWAAR;;0;0;1-5;90-100;ONWAAR;ONWAAR;2;0;1,5;0;0;3;0;0;;1,116286
201;7/06/2012;2012;6;3;Excl, zone B;WD;WAAR;NB;ONWAAR;;0;0;60-70;30-40;ONWAAR;ONWAAR;2;0;3;0;7;0;0;0;;2,345208
202;7/06/2012;2012;6;3;Excl, zone C;WD;WAAR;NB;ONWAAR;;0;0;30-40;;ONWAAR;ONWAAR;2;0;6;2;1;0;17;4;;5,267827
203;7/06/2012;2012;6;3;Excl, zone D;WD;ONWAAR;NB;ONWAAR;;0;0;1-5;90-100;ONWAAR;ONWAAR;12;0;1;2;4;19;3;7;;6,082763
204;7/06/2012;2012;6;3;Begraasd, C;WD;WAAR;B;ONWAAR;;11;14;5-10;60-70;ONWAAR;ONWAAR;5;0;4;14;17;0;2;19;;7,296189
205;7/06/2012;2012;6;3;Begraasd, D;WD;WAAR;B;ONWAAR;;10;100;60-70;1-5;ONWAAR;ONWAAR;13;22;1;31;23;0;24;17;;10,39155
206;7/06/2012;2012;6;3;Begraasd, A;WD;WAAR;B;ONWAAR;;12,5;190;60-70;30-40;ONWAAR;ONWAAR;0;0;4;3;3;3;0;2;;1,536026
207;7/06/2012;2012;6;3;Begraasd, B;WD;WAAR;B;ONWAAR;;15;244;50-60;;ONWAAR;ONWAAR;16;17;16;5;18;17;11;4;;5,291502
208;7/06/2012;2012;6;1;Excl, Centrum;GB;ONWAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;17;23;26;12;20;15;18;17;;4,15
209;7/06/2012;2012;6;1;Excl, zone A;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;33;34;27;21;19;29;27;12;;6,977643
210;7/06/2012;2012;6;1;Excl, zone B;GB;WAAR;NB;ONWAAR;;0;0;80-90;nvt;ONWAAR;ONWAAR;30;16;37;34;30;26;7;14;;9,984363
211;7/06/2012;2012;6;1;Excl, zone C;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;24;27;26;15;23;22;25;19;;3,705992
212;7/06/2012;2012;6;1;Excl, zone D;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;24;24;25;11;26;16;29;16;;5,829612
213;7/06/2012;2012;6;1;Begraasd, C;GB;WAAR;B;ONWAAR;;7;324;90-100;nvt;ONWAAR;ONWAAR;13;19;20;17;18;9;18;7;;4,567206
214;7/06/2012;2012;6;1;Begraasd, B;GB;WAAR;B;ONWAAR;;6;240;90-100;nvt;ONWAAR;ONWAAR;12;11;2;9;6;11;3;8;;3,526684
215;7/06/2012;2012;6;1;Begraasd, A;GB;WAAR;B;ONWAAR;;7;162;90-100;nvt;ONWAAR;ONWAAR;18;15;12;24;8;5;26;3;;7,928391
216;7/06/2012;2012;6;1;Begraasd, D;GB;WAAR;B;ONWAAR;;6;36;80-90;nvt;ONWAAR;ONWAAR;6;12;11;13;21;44;18;46;;14,28231
217;17/06/2013;2013;6;6;Excl, Centrum;LV;WAAR;NB;ONWAAR;;0;0;10-20;60-70;ONWAAR;ONWAAR;9;32;8;17;12;17;22;31;;8,645808
218;30/07/2012;2012;8;2;Excl, Centrum;GB;WAAR;NB;ONWAAR;;0;0;90-100;< 1;ONWAAR;ONWAAR;33;26;25;22;44;38;17;22;;8,557709
218;17/06/2013;2013;6;6;Excl, zone A;LV;WAAR;NB;ONWAAR;;0;0;5-10;1-5;ONWAAR;ONWAAR;41;46;55;52;13;40;45;55;;12,71748
219;30/07/2012;2012;8;2;Excl, zone A;GB;WAAR;NB;ONWAAR;;0;0;20-30;< 1;WAAR;ONWAAR;72;28;32;53;36;47;30;25;;14,95775
219;17/06/2013;2013;6;6;Excl, zone B;LV;WAAR;NB;ONWAAR;;0;0;50-60;< 1;ONWAAR;ONWAAR;27;44;46;36;37;12;21;40;;11,09547
220;30/07/2012;2012;8;2;Excl, zone B;GB;WAAR;NB;ONWAAR;;0;0;10-20;nvt;WAAR;ONWAAR;97;100;50;41;52;34;44;57;;23,53687
220;17/06/2013;2013;6;6;Excl, zone C;LV;WAAR;NB;ONWAAR;;0;0;50-60;nvt;ONWAAR;ONWAAR;25;21;26;19;30;23;25;17;;3,897114
221;30/07/2012;2012;8;2;Excl, zone C;GB;WAAR;NB;ONWAAR;;0;0;60-70;nvt;ONWAAR;ONWAAR;90;89;53;75;77;47;93;97;;17,48526
221;17/06/2013;2013;6;6;Excl, zone D;LV;WAAR;NB;ONWAAR;;0;0;80-90;nvt;ONWAAR;ONWAAR;57;33;37;30;32;15;32;31;;10,78121
222;30/07/2012;2012;8;2;Excl, zone D;GB;WAAR;NB;ONWAAR;;0;0;1-5;1-5;ONWAAR;ONWAAR;93;49;20;46;60;104;58;42;;25,64664
222;17/06/2013;2013;6;6;Begraasd, C;LV;WAAR;B;ONWAAR;;20,2;294;60-70;1-5;ONWAAR;ONWAAR;25;30;17;12;3;6;25;18;;8,944272
223;30/07/2012;2012;8;2;Begraasd, A;GB;WAAR;B;ONWAAR;;11,1;91;80-90;;ONWAAR;ONWAAR;45;30;18;17;26;28;31;22;;8,343224
223;17/06/2013;2013;6;6;Begraasd, A;LV;WAAR;B;ONWAAR;;24,4;166;60-70;nvt;ONWAAR;ONWAAR;16;5;4;7;4;8;13;12;;4,240799
224;30/07/2012;2012;8;2;Begraasd, B;GB;WAAR;B;ONWAAR;;10,7;350;30-40;50-60;WAAR;ONWAAR;53;25;37;21;10;56;7;8;;18,39455
224;17/06/2013;2013;6;6;Begraasd, B;LV;WAAR;B;ONWAAR;;16,45;206;70-80;;ONWAAR;ONWAAR;17;15;9;16;15;21;9;3;;5,348773
225;30/07/2012;2012;8;2;Begraasd, C;GB;WAAR;B;ONWAAR;;13,7;250;20-30;5-10;ONWAAR;ONWAAR;31;12;19;15;7;9;11;19;;7,175261
225;17/06/2013;2013;6;6;Begraasd, D;LV;WAAR;B;ONWAAR;;23,7;334;80-90;nvt;ONWAAR;ONWAAR;15;11;4;4;8;7;8;13;;3,733296
226;30/07/2012;2012;8;2;Begraasd, D;GB;WAAR;B;ONWAAR;;9,8;320;5-10;5-10;ONWAAR;ONWAAR;19;28;15;16;23;34;24;13;;6,689544
