ID_Exclosure_opname;Datum;jaar;maand;ID_Exclosure;ID_Exclosure_zone;Deelgebied;Vegetatie aanwezig;Begraasd/Niet Begr;Afgebrand 2011;Opmerking;Afstand_m;Hoek_gr;Bedekking mos;Bedekking kale bodem;strooisel ingezameld;bodemstalen ingezameld;H1_cm;H2_cm;H3_cm;H4_cm;H5_cm;H6_cm;H7_cm;H8_cm;H_gemd;Sdev
346;4/09/2012;2012;9;6;Excl, zone C;LV;WAAR;NB;ONWAAR;;0;0;20-30;5-10;WAAR;ONWAAR;120;77;50;25;74;69;101;15;;33,30142
347;28/08/2013;2013;8;4;Begraasd, B;WD;WAAR;B;ONWAAR;;13;276;70-80;20-30;ONWAAR;ONWAAR;1;2;3;2;0;0;0;0;;1,118034
347;4/09/2012;2012;9;6;Excl, zone D;LV;WAAR;NB;ONWAAR;;0;0;60-70;1-5;ONWAAR;ONWAAR;16;10;9;72;97;75;86;11;;36,22844
348;28/08/2013;2013;8;4;Begraasd, C;WD;WAAR;B;ONWAAR;;13;334;40-50;10-20;ONWAAR;ONWAAR;3;4;2;3;2;0;0;0;;1,47902
348;4/09/2012;2012;9;6;Excl, zone A;LV;ONWAAR;NB;ONWAAR;;0;0;< 1;100;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
349;28/08/2013;2013;8;4;Begraasd, D;WD;WAAR;B;ONWAAR;;11;102;60-70;1-5;ONWAAR;ONWAAR;4;2;4;1;2;0;0;0;;1,57619
349;4/09/2012;2012;9;6;Excl, zone B;LV;WAAR;NB;ONWAAR;;0;0;< 1;90-100;ONWAAR;ONWAAR;3;4;2;4;0;0;0;0;;1,727534
350;28/08/2013;2013;8;2;Excl, Centrum;GB;WAAR;NB;ONWAAR;;0;0;100;< 1;ONWAAR;ONWAAR;2;3;3;4;6;4;0;0;;1,920286
350;4/09/2012;2012;9;6;Begraasd, B;LV;WAAR;B;ONWAAR;;9,2;142;< 1;90-100;ONWAAR;ONWAAR;2;2;3;2;0;0;0;0;;1,165922
351;28/08/2013;2013;8;2;Excl, zone A;GB;WAAR;NB;ONWAAR;;0;0;80-90;nvt;WAAR;ONWAAR;70;40;23;46;44;80;17;53;;19,96207
351;4/09/2012;2012;9;6;Begraasd, C;LV;WAAR;B;ONWAAR;;11,86;92;80-90;10-20;ONWAAR;ONWAAR;44;26;20;16;3;5;3;2;;13,89638
352;28/08/2013;2013;8;2;Excl, zone B;GB;WAAR;NB;ONWAAR;;0;0;80-90;;WAAR;ONWAAR;8;43;62;13;44;31;60;43;;18,43909
352;4/09/2012;2012;9;6;Begraasd, D;LV;WAAR;B;ONWAAR;;17,4;3;nvt;90-100;ONWAAR;ONWAAR;2;1;0;0;0;0;0;0;;0,6959705
353;28/08/2013;2013;8;2;Excl, zone C;GB;WAAR;NB;ONWAAR;;0;0;90-100;;WAAR;ONWAAR;40;84;43;60;102;35;33;18;;26,50206
353;4/09/2012;2012;9;6;Begraasd, A;LV;WAAR;B;ONWAAR;;11,7;92;nvt;90-100;ONWAAR;ONWAAR;3;4;3;0;0;0;0;0;;1,63936
354;28/08/2013;2013;8;2;Excl, zone D;GB;WAAR;NB;ONWAAR;;0;0;90-100;nvt;WAAR;ONWAAR;38;55;80;36;40;37;45;77;;16,88194
354;4/09/2012;2012;9;4;Excl, Centrum;WD;WAAR;NB;ONWAAR;;0;0;1-5;90-100;ONWAAR;ONWAAR;7;4;3;2;3;2;4;7;;1,870829
355;28/08/2013;2013;8;2;Begraasd, A;GB;WAAR;B;ONWAAR;;9;132;100;nvt;ONWAAR;ONWAAR;17;5;7;6;6;5;7;13;;4,085034
355;4/09/2012;2012;9;4;Excl, zone C;WD;WAAR;NB;ONWAAR;;0;0;1-5;70-80;ONWAAR;ONWAAR;18;12;23;3;10;61;84;71;;29,54552
356;28/08/2013;2013;8;2;Begraasd, B;GB;WAAR;B;ONWAAR;;7;242;20-30;nvt;WAAR;ONWAAR;115;32;78;89;46;38;85;91;;27,69364
356;4/09/2012;2012;9;4;Excl, zone D;WD;WAAR;NB;ONWAAR;;0;0;1-5;90-100;ONWAAR;ONWAAR;20;31;45;56;32;40;82;31;;18,14826
357;28/08/2013;2013;8;2;Begraasd, C;GB;WAAR;B;ONWAAR;;11;334;80-90;5-10;ONWAAR;ONWAAR;44;14;53;48;19;21;34;46;;14,09288
357;4/09/2012;2012;9;4;Excl, zone A;WD;WAAR;NB;ONWAAR;;0;0;10-20;60-70;ONWAAR;ONWAAR;110;23;10;11;13;87;92;21;;39,77574
358;28/08/2013;2013;8;2;Begraasd, D;GB;WAAR;B;ONWAAR;;0;0;70-80;10-20;ONWAAR;ONWAAR;16;18;4;2;6;41;3;5;;12,36363
358;4/09/2012;2012;9;4;Excl, zone B;WD;WAAR;NB;ONWAAR;;0;0;60-70;1-5;ONWAAR;ONWAAR;110;16;95;10;18;21;3;18;;38,71995
359;28/08/2013;2013;8;3;Excl, Centrum;WD;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;5;2;2;3;4;3;2;4;;1,053269
359;4/09/2012;2012;9;4;Begraasd, D;WD;WAAR;B;ONWAAR;;9,7;126;10-20;10-20;ONWAAR;ONWAAR;8;26;21;18;6;2;3;3;;8,781195
360;28/08/2013;2013;8;3;Excl, zone A;WD;WAAR;NB;ONWAAR;;0;0;10-20;40-50;ONWAAR;ONWAAR;13;8;16;11;13;15;8;9;;2,912795
360;4/09/2012;2012;9;4;Begraasd, A;WD;WAAR;B;ONWAAR;;11;178;20-30;70-80;ONWAAR;ONWAAR;2;3;3;2;2;0;0;0;;1,224745
361;28/08/2013;2013;8;3;Excl, zone B;WD;WAAR;NB;ONWAAR;;0;0;40-50;20-30;ONWAAR;ONWAAR;3;14;13;6;2;4;10;3;;4,484348
361;4/09/2012;2012;9;4;Begraasd, B;WD;WAAR;B;ONWAAR;;11;264;5-10;90-100;ONWAAR;ONWAAR;33;2;4;2;16;3;5;4;;10,14812
362;28/08/2013;2013;8;3;Excl, zone C;WD;WAAR;NB;ONWAAR;;0;0;90-100;1-5;WAAR;ONWAAR;3;0;16;21;24;33;20;11;;10,27132
362;4/09/2012;2012;9;4;Begraasd, C;WD;WAAR;B;ONWAAR;;11,9;186;10-20;80-90;ONWAAR;ONWAAR;6;5;3;4;3;2;2;3;;1,322876
363;3/07/2012;2012;7;3;Excl, Centrum;WD;WAAR;NB;ONWAAR;;0;0;90-100;1-5;ONWAAR;ONWAAR;77;5;6;54;18;3;6;39;;25,95188
363;28/08/2013;2013;8;3;Excl, zone D;WD;WAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;36;25;33;17;12;29;40;41;;9,867085
364;3/07/2012;2012;7;3;Excl, zone A;WD;WAAR;NB;ONWAAR;;0;0;40-50;40-50;ONWAAR;ONWAAR;17;8;5;2;2;14;0;0;;6,062178
364;28/08/2013;2013;8;3;Begraasd, A;WD;WAAR;B;ONWAAR;;14;188;50-60;40-50;ONWAAR;ONWAAR;3;2;4;4;0;3;2;0;;1,47902
365;3/07/2012;2012;7;3;Excl, zone B;WD;WAAR;NB;ONWAAR;;0;0;60-70;nvt;ONWAAR;ONWAAR;61;71;72;7;5;10;71;69;;29,95309
365;28/08/2013;2013;8;3;Begraasd, B;WD;WAAR;B;ONWAAR;;13;270;60-70;nvt;WAAR;ONWAAR;90;40;37;18;106;52;48;89;;29,06458
366;3/07/2012;2012;7;3;Excl, zone C;WD;WAAR;NB;ONWAAR;;0;0;60-70;nvt;ONWAAR;ONWAAR;70;72;35;33;8;67;8;52;;24,59897
366;28/08/2013;2013;8;3;Begraasd, C;WD;WAAR;B;ONWAAR;;8;348;70-80;1-5;WAAR;ONWAAR;41;34;37;44;42;97;38;50;;19,11438
367;3/07/2012;2012;7;3;Excl, zone D;WD;WAAR;NB;ONWAAR;;0;0;60-70;20-30;ONWAAR;ONWAAR;3;5;7;2;8;6;15;20;;5,782517
367;28/08/2013;2013;8;3;Begraasd, D;WD;WAAR;B;ONWAAR;;9;66;40-50;50-60;ONWAAR;ONWAAR;4;3;0;6;0;5;2;3;;2,027159
368;28/08/2013;2013;8;1;Excl, Centrum;GB;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;5;3;2;6;2;2;4;3;;1,408678
369;28/08/2013;2013;8;1;Excl, zone A;GB;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;54;16;10;34;26;32;5;26;;14,48221
369;3/07/2012;2012;7;3;Begraasd, C;WD;WAAR;B;ONWAAR;;12,2;23;30-40;60-70;ONWAAR;ONWAAR;44;7;12;12;3;38;40;7;;16,02293
370;28/08/2013;2013;8;1;Excl, zone B;GB;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;73;52;48;40;19;32;41;4;;19,63376
370;3/07/2012;2012;7;3;Begraasd, D;WD;WAAR;B;ONWAAR;;9,2;62;70-80;10-20;ONWAAR;ONWAAR;11;21;15;7;5;45;5;26;;12,79099
371;28/08/2013;2013;8;1;Excl, zone C;GB;WAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;46;38;41;51;17;8;13;39;;15,3455
371;3/07/2012;2012;7;3;Begraasd, A;WD;WAAR;B;ONWAAR;;12;210;1-5;10-20;ONWAAR;ONWAAR;28;5;6;5;13;2;6;12;;7,761081
372;28/08/2013;2013;8;1;Excl, zone D;GB;WAAR;NB;ONWAAR;;0;0;100;nvt;WAAR;ONWAAR;29;39;31;22;28;17;19;20;;6,963072
372;3/07/2012;2012;7;3;Begraasd, B;WD;WAAR;B;ONWAAR;;15,2;288;70-80;10-20;ONWAAR;ONWAAR;3;3;4;3;2;3;4;3;;0,599479
373;28/08/2013;2013;8;1;Begraasd, A;GB;WAAR;B;ONWAAR;;6;128;100;nvt;ONWAAR;ONWAAR;45;7;13;18;32;37;6;8;;14,21047
373;3/07/2012;2012;7;4;Excl, Centrum;WD;WAAR;NB;ONWAAR;;0;0;10-20;80-90;ONWAAR;ONWAAR;6;8;4;0;5;0;7;5;;2,781075
374;28/08/2013;2013;8;1;Begraasd, B;GB;ONWAAR;B;ONWAAR;;8;240;100;nvt;ONWAAR;ONWAAR;7;20;6;8;7;11;9;13;;4,313859
374;3/07/2012;2012;7;4;Excl, zone A;WD;WAAR;NB;ONWAAR;;0;0;20-30;60-70;ONWAAR;ONWAAR;14;5;13;8;12;13;9;10;;2,872281
375;28/08/2013;2013;8;1;Begraasd, C;GB;WAAR;B;ONWAAR;;10;348;100;nvt;WAAR;ONWAAR;35;12;6;8;31;14;29;6;;11,27982
375;3/07/2012;2012;7;4;Excl, zone B;WD;WAAR;NB;ONWAAR;;0;0;20-30;60-70;ONWAAR;ONWAAR;7;13;5;10;6;4;8;7;;2,692582
376;28/08/2013;2013;8;1;Begraasd, D;GB;WAAR;B;ONWAAR;;10;88;100;nvt;ONWAAR;ONWAAR;2;5;4;3;2;4;3;6;;1,316957
376;3/07/2012;2012;7;4;Excl, zone C;WD;ONWAAR;NB;ONWAAR;;0;0;5-10;90-100;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
377;3/07/2012;2012;7;4;Excl, zone D;WD;WAAR;NB;ONWAAR;;0;0;20-30;60-70;ONWAAR;ONWAAR;10;9;23;7;16;12;13;11;;4,662014
377;1/10/2013;2013;9;6;Excl, Centrum;LV;WAAR;NB;ONWAAR;;0;0;60-70;< 1;ONWAAR;ONWAAR;6;4;3;2;6;4;3;3;;1,363589
378;3/07/2012;2012;7;4;Begraasd, A;WD;WAAR;B;ONWAAR;MIER D;13,1;209;70-80;20-30;ONWAAR;ONWAAR;2;3;1;1;4;2;3;2;;0,9682459
378;1/10/2013;2013;9;6;Excl, zone A;LV;WAAR;NB;ONWAAR;;0;0;80-90;< 1;WAAR;ONWAAR;25;17;20;13;18;32;15;19;;5,666513
379;3/07/2012;2012;7;4;Begraasd, B;WD;WAAR;B;ONWAAR;;9,3;270;10-20;80-90;ONWAAR;ONWAAR;2;4;4;3;2;3;2;1;;0,9921567
379;1/10/2013;2013;9;6;Excl, zone B;LV;WAAR;NB;ONWAAR;;0;0;5-10;40-50;WAAR;ONWAAR;118;51;119;37;42;54;45;92;;32,21704
380;3/07/2012;2012;7;4;Begraasd, C;WD;WAAR;B;ONWAAR;;15,6;201;70-80;10-20;ONWAAR;ONWAAR;4;2;2;3;3;3;1;2;;0,8660254
380;1/10/2013;2013;9;6;Excl, zone C;LV;WAAR;NB;ONWAAR;;0;0;30-40;1-5;WAAR;ONWAAR;56;54;61;49;43;51;56;113;;20,5179
381;3/07/2012;2012;7;4;Begraasd, D;WD;WAAR;B;ONWAAR;;13,7;152;40-50;40-50;ONWAAR;ONWAAR;5;6;5;3;3;4;6;4;;1,118034
381;1/10/2013;2013;9;6;Excl, zone D;LV;WAAR;NB;ONWAAR;;0;0;40-50;5-10;WAAR;ONWAAR;105;50;15;42;43;35;32;30;;25,05993
382;1/10/2013;2013;9;6;Begraasd, A;LV;WAAR;B;ONWAAR;;23;167;60-70;nvt;WAAR;ONWAAR;84;79;12;32;77;10;14;24;;30,59412
383;1/10/2013;2013;9;6;Begraasd, B;LV;WAAR;B;ONWAAR;;17;221;60-70;1-5;WAAR;ONWAAR;6;9;17;16;4;19;15;16;;5,238082
384;1/10/2013;2013;9;6;Begraasd, C;LV;WAAR;B;ONWAAR;;16;281;60-70;5-10;ONWAAR;ONWAAR;41;10;18;104;35;13;9;8;;30,37166
385;1/10/2013;2013;9;6;Begraasd, D;LV;WAAR;B;ONWAAR;;21;332;50-60;nvt;ONWAAR;ONWAAR;80;8;12;23;46;25;65;8;;25,63171
386;1/10/2013;2013;9;5;Excl, Centrum;LV;ONWAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
387;1/10/2013;2013;9;5;Excl, zone C;LV;WAAR;NB;ONWAAR;;0;0;10-20;40-50;WAAR;ONWAAR;105;123;78;103;83;89;60;87;;17,95132
388;1/10/2013;2013;9;5;Excl, zone D;LV;WAAR;NB;ONWAAR;;0;0;90-100;< 1;ONWAAR;ONWAAR;55;53;45;54;68;52;58;48;;6,469882
389;1/10/2013;2013;9;5;Excl, zone A;LV;WAAR;NB;ONWAAR;;0;0;90-100;1-5;ONWAAR;ONWAAR;25;83;19;65;18;57;34;42;;22,04222
390;1/10/2013;2013;9;5;Excl, zone B;LV;WAAR;NB;ONWAAR;;0;0;90-100;1-5;ONWAAR;ONWAAR;21;53;43;76;41;31;24;56;;17,14233
391;1/10/2013;2013;9;5;Begraasd, A;LV;ONWAAR;B;ONWAAR;;9;94;60-70;30-40;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
392;1/10/2013;2013;9;5;Begraasd, B;LV;ONWAAR;B;ONWAAR;;8;158;70-80;1-5;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
393;1/10/2013;2013;9;5;Begraasd, C;LV;WAAR;B;ONWAAR;;11;288;60-70;1-5;ONWAAR;ONWAAR;2;3;2;4;0;0;0;0;;1,494783
394;1/10/2013;2013;9;5;Begraasd, D;LV;WAAR;B;ONWAAR;;11;146;60-70;nvt;ONWAAR;ONWAAR;2;4;2;3;4;5;2;0;;1,47902
395;1/10/2013;2013;9;4;Excl, Centrum;WD;ONWAAR;NB;ONWAAR;;0;0;60-70;30-40;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
396;1/10/2013;2013;9;4;Excl, zone A;WD;ONWAAR;NB;ONWAAR;;0;0;60-70;< 1;WAAR;ONWAAR;65;84;102;35;46;57;40;85;;22,57072
397;1/10/2013;2013;9;4;Excl, zone B;WD;ONWAAR;NB;ONWAAR;;0;0;60-70;30-40;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
398;1/10/2013;2013;9;4;Excl, zone C;WD;ONWAAR;NB;ONWAAR;;0;0;80-90;10-20;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
399;1/10/2013;2013;9;4;Excl, zone D;WD;ONWAAR;NB;ONWAAR;;0;0;60-70;1-5;ONWAAR;ONWAAR;32;16;17;105;4;11;6;13;;31,0926
400;1/10/2013;2013;9;4;Begraasd, A;WD;ONWAAR;B;ONWAAR;zeer kort;11;166;90-100;;ONWAAR;ONWAAR;6;2;3;2;0;1;0;0;;1,920286
401;1/10/2013;2013;9;4;Begraasd, B;WD;ONWAAR;B;ONWAAR;zeer kort afgegraasd;13;272;90-100;;ONWAAR;ONWAAR;2;3;2;0;1;0;0;0;;1,118034
402;1/10/2013;2013;9;4;Begraasd, C;WD;ONWAAR;B;ONWAAR;;14;28;90-100;;ONWAAR;ONWAAR;3;2;1;4;0;0;0;0;;1,47902
403;1/10/2013;2013;9;4;Begraasd, D;WD;ONWAAR;B;ONWAAR;;10;106;70-80;20-30;ONWAAR;ONWAAR;8;3;2;5;2;1;2;0;;2,368412
404;1/10/2013;2013;9;3;Excl, Centrum;WD;ONWAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;1;2;1;3;2;0;0;0;;1,053269
405;1/10/2013;2013;9;3;Excl, zone A;WD;ONWAAR;NB;ONWAAR;;0;0;80-90;1-5;ONWAAR;ONWAAR;40;23;11;14;20;21;12;9;;9,350802
406;1/10/2013;2013;9;3;Excl, zone B;WD;ONWAAR;NB;ONWAAR;;0;0;90-100;nvt;WAAR;ONWAAR;38;33;20;50;38;30;8;7;;14,22146
407;1/10/2013;2013;9;3;Excl, zone C;WD;ONWAAR;NB;ONWAAR;;0;0;90-100;nvt;WAAR;ONWAAR;31;22;16;18;26;8;5;6;;9
408;1/10/2013;2013;9;3;Excl, zone D;WD;ONWAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;81;31;28;17;12;14;10;98;;31,72908
409;1/10/2013;2013;9;3;Begraasd, A;WD;ONWAAR;B;ONWAAR;;11;200;90-100;nvt;ONWAAR;ONWAAR;2;4;1;2;4;0;0;0;;1,57619
410;1/10/2013;2013;9;3;Begraasd, B;WD;ONWAAR;B;ONWAAR;;10;272;100;nvt;ONWAAR;ONWAAR;36;47;15;14;6;17;64;84;;25,96121
411;1/10/2013;2013;9;3;Begraasd, C;WD;ONWAAR;B;ONWAAR;;10;6;90-100;1-5;WAAR;ONWAAR;72;74;110;35;8;10;26;16;;34,78662
412;1/10/2013;2013;9;3;Begraasd, D;WD;ONWAAR;B;ONWAAR;;10;90;50-60;30-40;ONWAAR;ONWAAR;4;4;2;1;4;6;3;3;;1,408678
414;1/10/2013;2013;9;2;Excl, Centrum;GB;ONWAAR;NB;ONWAAR;;0;0;100;nvt;WAAR;ONWAAR;6;7;2;3;4;2;3;3;;1,713914
415;1/10/2013;2013;9;2;Excl, zone A;GB;ONWAAR;NB;ONWAAR;;0;0;80-90;< 1;WAAR;ONWAAR;35;40;37;11;23;8;17;39;;12,27548
416;1/10/2013;2013;9;2;Excl, zone B;GB;ONWAAR;NB;ONWAAR;;0;0;;;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
417;1/10/2013;2013;9;2;Excl, zone C;GB;ONWAAR;NB;ONWAAR;;0;0;70-80;< 1;WAAR;ONWAAR;90;37;32;28;95;67;37;42;;25,06492
418;1/10/2013;2013;9;2;Excl, zone D;GB;ONWAAR;NB;ONWAAR;;0;0;70-80;;WAAR;ONWAAR;44;50;53;25;36;29;18;37;;11,41271
419;1/10/2013;2013;9;2;Begraasd, A;GB;ONWAAR;B;ONWAAR;;10;130;100;nvt;ONWAAR;ONWAAR;6;4;2;4;5;3;0;0;;2,061553
420;1/10/2013;2013;9;2;Begraasd, B;GB;ONWAAR;B;ONWAAR;;11;262;90-100;nvt;ONWAAR;ONWAAR;9;11;14;10;70;4;4;5;;20,73305
421;1/10/2013;2013;9;2;Begraasd, C;GB;ONWAAR;B;ONWAAR;;9;330;90-100;nvt;ONWAAR;ONWAAR;4;3;5;4;37;11;4;5;;10,787
422;1/10/2013;2013;9;2;Begraasd, D;GB;ONWAAR;B;ONWAAR;;7;41;70-80;nvt;WAAR;ONWAAR;52;16;13;22;13;28;32;3;;14,11504
423;1/10/2013;2013;9;1;Excl, Centrum;GB;ONWAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;4;3;6;4;3;3;2;2;;1,218349
424;1/10/2013;2013;9;1;Excl, zone A;GB;ONWAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;60;63;13;49;17;22;45;55;;18,84144
425;1/10/2013;2013;9;1;Excl, zone B;GB;ONWAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;61;13;14;33;56;35;62;3;;21,7884
426;1/10/2013;2013;9;1;Excl, zone C;GB;ONWAAR;NB;ONWAAR;;0;0;90-100;nvt;ONWAAR;ONWAAR;42;86;21;23;25;14;16;16;;22,58837
427;1/10/2013;2013;9;1;Excl, zone D;GB;ONWAAR;NB;ONWAAR;;0;0;100;nvt;ONWAAR;ONWAAR;60;21;26;12;2;8;6;26;;17,32367
428;1/10/2013;2013;9;1;Begraasd, A;GB;ONWAAR;B;ONWAAR;;8;150;100;nvt;ONWAAR;ONWAAR;18;25;50;43;51;53;47;16;;14,56398
429;1/10/2013;2013;9;1;Begraasd, B;GB;ONWAAR;B;ONWAAR;;7;260;100;nvt;ONWAAR;ONWAAR;15;3;4;4;2;3;2;3;;4,031129
430;1/10/2013;2013;9;1;Begraasd, C;GB;ONWAAR;B;ONWAAR;;8;340;100;nvt;ONWAAR;ONWAAR;46;11;12;16;32;3;2;2;;14,81553
431;1/10/2013;2013;9;1;Begraasd, D;GB;ONWAAR;B;ONWAAR;;8;62;100;nvt;ONWAAR;ONWAAR;51;45;13;20;18;28;47;19;;14,19892
434;28/08/2013;2013;8;5;Excl, zone A;LV;WAAR;NB;ONWAAR;;0;0;90-100;1-5;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
435;30/07/2013;2013;7;3;Excl, zone A;WD;ONWAAR;NB;ONWAAR;;0;0;70-80;20-30;ONWAAR;ONWAAR;0;0;0;0;0;0;0;0;;0
436;30/07/2013;2013;7;1;Excl, zone D;GB;WAAR;;ONWAAR;;0;0;100;< 1;ONWAAR;ONWAAR;72;65;45;53;38;32;15;17;;19,5
