"";"EXC_ID";"BEH_TYP";"M";"Y";"VEG_TYP";"ADF";"LIG";"DS_105";"N_DS";"NDF";"RE_NIR";"RE_NATCHEM";"VOCHT_105";"HEMCEL";"CEL";"prt_DS";"yearlocation";"monthlocation";"obs_M_Y";"datelocation";"EXC_ID_BEH_TYP"
"1";"LV1";"EXC";"jun";"2013";"S";83,29;19,88;823,21;21,88;131,67;9,33;13,69;176,79;48,38;63,41;82,321;"LV1 2013";"LV1 jun";"jun 2013";"LV1 jun 2013";"LV1 EXC"
"2";"GB2";"BGR";"aug";"2011";"P";72,57;12,83;819,32;40,79;130,75;22,28;25,5;180,68;58,18;59,74;81,932;"GB2 2011";"GB2 aug";"aug 2011";"GB2 aug 2011";"GB2 BGR"
"3";"GB2";"BGR";"aug";"2011";"S";84,27;20,46;819,08;27,6;137,59;13,79;17,25;180,92;53,32;63,81;81,908;"GB2 2011";"GB2 aug";"aug 2011";"GB2 aug 2011";"GB2 BGR"
"4";"GB2";"EXC";"jun";"2011";"P";75,08;13,47;817,57;34,5;133,43;19,56;21,56;182,43;58,35;61,61;81,757;"GB2 2011";"GB2 jun";"jun 2011";"GB2 jun 2011";"GB2 EXC"
"5";"GB2";"BGR";"jun";"2011";"P";75,18;14,12;815,74;44,34;134,52;24,03;27,69;184,26;59,34;61,06;81,574;"GB2 2011";"GB2 jun";"jun 2011";"GB2 jun 2011";"GB2 BGR"
"6";"LV2";"EXC";"jun";"2011";"P";59,89;13,76;809,27;75,83;113,44;42,42;47,38;190,73;53,55;46,13;80,927;"LV2 2011";"LV2 jun";"jun 2011";"LV2 jun 2011";"LV2 EXC"
"7";"GB1";"BGR";"sep";"2011";"A";NA;NA;1000;18,16;NA;NA;11,38;0;NA;NA;100;"GB1 2011";"GB1 sep";"sep 2011";"GB1 sep 2011";"GB1 BGR"
"8";"GB1";"BGR";"sep";"2011";"S";NA;NA;1000;14,26;NA;NA;8,94;0;NA;NA;100;"GB1 2011";"GB1 sep";"sep 2011";"GB1 sep 2011";"GB1 BGR"
"9";"GB1";"BGR";"jun";"2013";"S";NA;NA;1000;12,22;NA;NA;7,63;0;NA;NA;100;"GB1 2013";"GB1 jun";"jun 2013";"GB1 jun 2013";"GB1 BGR"
"10";"GB1";"EXC";"jun";"2011";"A";NA;NA;1000;35,78;NA;NA;22,38;0;NA;NA;100;"GB1 2011";"GB1 jun";"jun 2011";"GB1 jun 2011";"GB1 EXC"
"11";"GB1";"EXC";"sep";"2011";"S";40,56;6,8;1000;16,08;69,25;9,86;10,06;0;28,69;33,76;100;"GB1 2011";"GB1 sep";"sep 2011";"GB1 sep 2011";"GB1 EXC"
"12";"GB2";"BGR";"jun";"2013";"A";NA;NA;1000;21,33;NA;NA;13,31;0;NA;NA;100;"GB2 2013";"GB2 jun";"jun 2013";"GB2 jun 2013";"GB2 BGR"
"13";"LV2";"BGR";"jun";"2013";"F";NA;NA;1000;16,4;NA;NA;10,25;0;NA;NA;100;"LV2 2013";"LV2 jun";"jun 2013";"LV2 jun 2013";"LV2 BGR"
"14";"WD2";"BGR";"jun";"2013";"H";NA;NA;1000;14,51;NA;NA;9,06;0;NA;NA;100;"WD2 2013";"WD2 jun";"jun 2013";"WD2 jun 2013";"WD2 BGR"
"15";"GB1";"EXC";"aug";"2011";"S";NA;NA;941,38;NA;NA;NA;NA;58,62;NA;NA;94,138;"GB1 2011";"GB1 aug";"aug 2011";"GB1 aug 2011";"GB1 EXC"
"16";"WD2";"EXC";"jul";"2013";"F";NA;NA;928,16;NA;NA;NA;NA;71,84;NA;NA;92,816;"WD2 2013";"WD2 jul";"jul 2013";"WD2 jul 2013";"WD2 EXC"
"17";"LV2";"BGR";"aug";"2013";"A";NA;NA;925,96;NA;NA;NA;NA;74,04;NA;NA;92,596;"LV2 2013";"LV2 aug";"aug 2013";"LV2 aug 2013";"LV2 BGR"
"18";"LV1";"BGR";"aug";"2013";"H";36,48;16,35;921,41;NA;51,89;8,74;NA;78,59;15,41;20,13;92,141;"LV1 2013";"LV1 aug";"aug 2013";"LV1 aug 2013";"LV1 BGR"
"19";"GB2";"EXC";"aug";"2013";"F";42,69;5,06;920,99;NA;71,2;8,48;NA;79,01;28,51;37,63;92,099;"GB2 2013";"GB2 aug";"aug 2013";"GB2 aug 2013";"GB2 EXC"
"20";"GB2";"BGR";"aug";"2013";"S";44,21;9,82;918,8;NA;70,49;4,73;NA;81,2;26,28;34,39;91,88;"GB2 2013";"GB2 aug";"aug 2013";"GB2 aug 2013";"GB2 BGR"
"21";"WD2";"EXC";"jul";"2013";"P";48,96;7,44;918,51;7,5;76,71;3,97;4,69;81,49;27,75;41,52;91,851;"WD2 2013";"WD2 jul";"jul 2013";"WD2 jul 2013";"WD2 EXC"
"22";"WD1";"BGR";"jul";"2013";"P";42,79;6,77;917,82;9,06;72,03;5,13;5,69;82,18;29,24;36,02;91,782;"WD1 2013";"WD1 jul";"jul 2013";"WD1 jul 2013";"WD1 BGR"
"23";"WD2";"EXC";"aug";"2013";"S";43,02;9,24;917,62;10,8;69,6;4,41;6,75;82,38;26,58;33,78;91,762;"WD2 2013";"WD2 aug";"aug 2013";"WD2 aug 2013";"WD2 EXC"
"24";"WD1";"EXC";"aug";"2013";"S";46,58;8,15;917,54;6,94;74,61;3,54;4,31;82,46;28,03;38,43;91,754;"WD1 2013";"WD1 aug";"aug 2013";"WD1 aug 2013";"WD1 EXC"
"25";"WD2";"EXC";"aug";"2013";"P";45,96;6,22;917,5;6,73;75,29;3,22;4,19;82,5;29,33;39,74;91,75;"WD2 2013";"WD2 aug";"aug 2013";"WD2 aug 2013";"WD2 EXC"
"26";"WD1";"EXC";"jul";"2013";"P";48,55;7,14;917,02;6,2;77,59;3,33;3,88;82,98;29,04;41,41;91,702;"WD1 2013";"WD1 jul";"jul 2013";"WD1 jul 2013";"WD1 EXC"
"27";"LV2";"BGR";"jun";"2013";"S";47,54;9,26;916,83;6,6;73,94;3,01;4,13;83,17;26,4;38,28;91,683;"LV2 2013";"LV2 jun";"jun 2013";"LV2 jun 2013";"LV2 BGR"
"28";"WD2";"EXC";"jul";"2013";"S";48,05;9,7;916,8;6,16;74,14;3,24;3,88;83,2;26,09;38,35;91,68;"WD2 2013";"WD2 jul";"jul 2013";"WD2 jul 2013";"WD2 EXC"
"29";"LV1";"BGR";"jul";"2013";"P";41,27;6,95;916,47;6,11;70,31;9,85;3,81;83,53;29,04;34,32;91,647;"LV1 2013";"LV1 jul";"jul 2013";"LV1 jul 2013";"LV1 BGR"
"30";"LV1";"BGR";"aug";"2013";"S";43,41;6,44;916,14;8,65;71,22;4,53;5,38;83,86;27,81;36,97;91,614;"LV1 2013";"LV1 aug";"aug 2013";"LV1 aug 2013";"LV1 BGR"
"31";"LV2";"EXC";"aug";"2013";"P";43,4;6,39;915,99;8,73;72,35;4,51;5,44;84,01;28,95;37,01;91,599;"LV2 2013";"LV2 aug";"aug 2013";"LV2 aug 2013";"LV2 EXC"
"32";"LV1";"BGR";"aug";"2013";"P";41,14;6,62;915,43;10,7;69,31;5,98;6,69;84,57;28,17;34,52;91,543;"LV1 2013";"LV1 aug";"aug 2013";"LV1 aug 2013";"LV1 BGR"
"33";"LV2";"BGR";"jul";"2013";"S";45,2;8,62;915,43;6,05;73,33;3,17;3,75;84,57;28,13;36,58;91,543;"LV2 2013";"LV2 jul";"jul 2013";"LV2 jul 2013";"LV2 BGR"
"34";"LV2";"EXC";"aug";"2013";"S";44,65;9,01;915,23;8,25;70,77;3,47;5,13;84,77;26,12;35,64;91,523;"LV2 2013";"LV2 aug";"aug 2013";"LV2 aug 2013";"LV2 EXC"
"35";"LV1";"EXC";"aug";"2013";"P";42,72;6,74;915,2;9,12;71,33;5,38;5,69;84,8;28,61;35,98;91,52;"LV1 2013";"LV1 aug";"aug 2013";"LV1 aug 2013";"LV1 EXC"
"36";"LV1";"BGR";"jun";"2013";"S";45,27;10,1;915,14;6,3;70,98;4,21;3,94;84,86;25,71;35,17;91,514;"LV1 2013";"LV1 jun";"jun 2013";"LV1 jun 2013";"LV1 BGR"
"37";"LV2";"BGR";"jul";"2013";"P";41,12;9,96;915,09;8,68;69,04;5,77;5,44;84,91;27,92;31,16;91,509;"LV2 2013";"LV2 jul";"jul 2013";"LV2 jul 2013";"LV2 BGR"
"38";"WD1";"BGR";"aug";"2013";"P";41,68;5,34;915,08;10,71;71,1;5,61;6,69;84,92;29,42;36,34;91,508;"WD1 2013";"WD1 aug";"aug 2013";"WD1 aug 2013";"WD1 BGR"
"39";"LV1";"EXC";"jul";"2013";"P";39,85;6,5;914,85;11,81;68,03;7,82;7,38;85,15;28,18;33,35;91,485;"LV1 2013";"LV1 jul";"jul 2013";"LV1 jul 2013";"LV1 EXC"
"40";"LV2";"EXC";"jul";"2013";"P";38,79;5,79;914,76;10,69;67,47;5,85;6,69;85,24;28,68;33;91,476;"LV2 2013";"LV2 jul";"jul 2013";"LV2 jul 2013";"LV2 EXC"
"41";"LV2";"EXC";"sep";"2013";"P";40,54;6,77;914,61;9,71;67,77;5,14;6,06;85,39;27,23;33,77;91,461;"LV2 2013";"LV2 sep";"sep 2013";"LV2 sep 2013";"LV2 EXC"
"42";"LV2";"BGR";"jun";"2013";"P";42;6,96;914,6;10,81;70,53;7,14;6,75;85,4;28,53;35,04;91,46;"LV2 2013";"LV2 jun";"jun 2013";"LV2 jun 2013";"LV2 BGR"
"43";"LV2";"EXC";"jun";"2013";"P";45,08;6,86;914,42;11,34;73,37;6,64;7,06;85,58;28,29;38,22;91,442;"LV2 2013";"LV2 jun";"jun 2013";"LV2 jun 2013";"LV2 EXC"
"44";"WD2";"BGR";"jun";"2013";"S";48,65;8,86;914,36;6,38;78;2,9;4;85,64;29,35;39,79;91,436;"WD2 2013";"WD2 jun";"jun 2013";"WD2 jun 2013";"WD2 BGR"
"45";"WD1";"EXC";"jul";"2013";"S";43,11;8,63;914,28;7,12;69,47;3,69;4,44;85,72;26,36;34,48;91,428;"WD1 2013";"WD1 jul";"jul 2013";"WD1 jul 2013";"WD1 EXC"
"46";"WD2";"EXC";"sep";"2013";"P";44,49;7,16;914,19;7,66;72,56;4,7;4,81;85,81;28,07;37,33;91,419;"WD2 2013";"WD2 sep";"sep 2013";"WD2 sep 2013";"WD2 EXC"
"47";"GB2";"EXC";"jul";"2013";"F";38,93;10,7;913,8;17,01;63,9;8,39;10,63;86,2;24,97;28,23;91,38;"GB2 2013";"GB2 jul";"jul 2013";"GB2 jul 2013";"GB2 EXC"
"48";"LV2";"BGR";"aug";"2013";"S";43,17;10,06;913,8;8,98;69,22;4,22;5,63;86,2;26,05;33,11;91,38;"LV2 2013";"LV2 aug";"aug 2013";"LV2 aug 2013";"LV2 BGR"
"49";"GB2";"BGR";"jun";"2011";"S";43,4;10,05;913,79;12,16;69,96;6,44;7,63;86,21;26,56;33,35;91,379;"GB2 2011";"GB2 jun";"jun 2011";"GB2 jun 2011";"GB2 BGR"
"50";"WD1";"EXC";"sep";"2013";"P";41,89;7,07;913,59;8,42;70,91;5,96;5,25;86,41;29,02;34,82;91,359;"WD1 2013";"WD1 sep";"sep 2013";"WD1 sep 2013";"WD1 EXC"
"51";"LV2";"EXC";"jun";"2013";"S";45,55;8,38;913,48;6,63;73,52;3,3;4,13;86,52;27,97;37,17;91,348;"LV2 2013";"LV2 jun";"jun 2013";"LV2 jun 2013";"LV2 EXC"
"52";"WD2";"EXC";"sep";"2011";"S";NA;NA;913,31;9,72;NA;NA;6,06;86,69;NA;NA;91,331;"WD2 2011";"WD2 sep";"sep 2011";"WD2 sep 2011";"WD2 EXC"
"53";"GB2";"BGR";"jul";"2013";"P";37,88;7,22;913,22;12,22;66,73;8,27;7,63;86,78;28,85;30,66;91,322;"GB2 2013";"GB2 jul";"jul 2013";"GB2 jul 2013";"GB2 BGR"
"54";"LV2";"EXC";"jul";"2013";"S";41,64;8,15;913,22;7,27;69,24;4,18;4,56;86,78;27,6;33,49;91,322;"LV2 2013";"LV2 jul";"jul 2013";"LV2 jul 2013";"LV2 EXC"
"55";"WD1";"BGR";"aug";"2013";"S";44,03;8,32;913,18;7,22;69,56;3,27;4,5;86,82;25,53;35,71;91,318;"WD1 2013";"WD1 aug";"aug 2013";"WD1 aug 2013";"WD1 BGR"
"56";"LV1";"EXC";"aug";"2013";"S";41,01;11,27;912,41;12,04;65,49;5,73;7,5;87,59;24,48;29,74;91,241;"LV1 2013";"LV1 aug";"aug 2013";"LV1 aug 2013";"LV1 EXC"
"57";"LV2";"EXC";"aug";"2011";"P";35,91;6,62;912,4;14,83;63,98;11,21;9,25;87,6;28,07;29,29;91,24;"LV2 2011";"LV2 aug";"aug 2011";"LV2 aug 2011";"LV2 EXC"
"58";"LV1";"EXC";"aug";"2011";"P";36,22;5,97;912,17;23,37;64,53;13,7;14,63;87,83;28,31;30,25;91,217;"LV1 2011";"LV1 aug";"aug 2011";"LV1 aug 2011";"LV1 EXC"
"59";"LV1";"BGR";"jul";"2013";"S";43,89;9,93;912,05;7,57;70,13;4,17;4,75;87,95;26,24;33,96;91,205;"LV1 2013";"LV1 jul";"jul 2013";"LV1 jul 2013";"LV1 BGR"
"60";"GB2";"EXC";"jun";"2011";"S";42,26;9,76;911,93;11,01;68,89;5,47;6,88;88,07;26,63;32,5;91,193;"GB2 2011";"GB2 jun";"jun 2011";"GB2 jun 2011";"GB2 EXC"
"61";"GB2";"BGR";"aug";"2013";"P";40,85;6,21;911,8;11,15;68,69;6,44;7;88,2;27,84;34,64;91,18;"GB2 2013";"GB2 aug";"aug 2013";"GB2 aug 2013";"GB2 BGR"
"62";"LV1";"EXC";"sep";"2013";"P";40,83;6,49;911,78;9,99;69,58;5,62;6,25;88,22;28,75;34,34;91,178;"LV1 2013";"LV1 sep";"sep 2013";"LV1 sep 2013";"LV1 EXC"
"63";"WD1";"BGR";"jun";"2013";"S";43,54;8,74;911,77;7,23;67,87;3,07;4,5;88,23;24,33;34,8;91,177;"WD1 2013";"WD1 jun";"jun 2013";"WD1 jun 2013";"WD1 BGR"
"64";"GB2";"EXC";"aug";"2011";"P";40,06;7,48;911,69;17,8;68,89;10,12;11,13;88,31;28,83;32,58;91,169;"GB2 2011";"GB2 aug";"aug 2011";"GB2 aug 2011";"GB2 EXC"
"65";"LV2";"EXC";"sep";"2013";"S";40,45;8,95;911,62;9,66;66,01;4,83;6,06;88,38;25,56;31,5;91,162;"LV2 2013";"LV2 sep";"sep 2013";"LV2 sep 2013";"LV2 EXC"
"66";"LV1";"EXC";"jul";"2013";"S";40,18;9,38;911,55;9,97;65,69;5,03;6,25;88,45;25,51;30,8;91,155;"LV1 2013";"LV1 jul";"jul 2013";"LV1 jul 2013";"LV1 EXC"
"67";"GB2";"EXC";"jul";"2013";"P";37,11;6,23;911,39;15,24;65,89;9,29;9,5;88,61;28,78;30,88;91,139;"GB2 2013";"GB2 jul";"jul 2013";"GB2 jul 2013";"GB2 EXC"
"68";"GB2";"EXC";"aug";"2013";"S";37,03;9,76;911,35;16,15;59,69;7,37;10,06;88,65;22,66;27,27;91,135;"GB2 2013";"GB2 aug";"aug 2013";"GB2 aug 2013";"GB2 EXC"
"69";"WD2";"EXC";"jun";"2013";"S";47,31;1,52;911,18;9,17;68,9;12,88;5,75;88,82;21,59;45,79;91,118;"WD2 2013";"WD2 jun";"jun 2013";"WD2 jun 2013";"WD2 EXC"
"70";"WD1";"EXC";"sep";"2013";"S";44,06;9,46;911,1;9,63;68,55;1,48;6;88,9;24,49;34,6;91,11;"WD1 2013";"WD1 sep";"sep 2013";"WD1 sep 2013";"WD1 EXC"
"71";"LV1";"BGR";"jul";"2013";"H";NA;NA;911,03;NA;NA;NA;NA;88,97;NA;NA;91,103;"LV1 2013";"LV1 jul";"jul 2013";"LV1 jul 2013";"LV1 BGR"
"72";"WD1";"BGR";"sep";"2013";"P";39,92;6,52;910,94;8,49;68,99;4,72;5,31;89,06;29,07;33,4;91,094;"WD1 2013";"WD1 sep";"sep 2013";"WD1 sep 2013";"WD1 BGR"
"73";"GB2";"EXC";"aug";"2013";"P";37,51;6,19;910,5;15,72;65,45;7,93;9,81;89,5;27,94;31,32;91,05;"GB2 2013";"GB2 aug";"aug 2013";"GB2 aug 2013";"GB2 EXC"
"74";"WD2";"EXC";"sep";"2011";"P";NA;NA;910,48;16,19;NA;NA;10,13;89,52;NA;NA;91,048;"WD2 2011";"WD2 sep";"sep 2011";"WD2 sep 2011";"WD2 EXC"
"75";"LV1";"BGR";"jun";"2013";"P";41,33;6,66;910,46;13,73;69,43;8,88;8,56;89,54;28,1;34,67;91,046;"LV1 2013";"LV1 jun";"jun 2013";"LV1 jun 2013";"LV1 BGR"
"76";"WD1";"EXC";"aug";"2013";"P";37,16;5,4;910,28;13,84;66,13;8,07;8,63;89,72;28,97;31,76;91,028;"WD1 2013";"WD1 aug";"aug 2013";"WD1 aug 2013";"WD1 EXC"
"77";"GB2";"BGR";"jul";"2013";"S";40;12,03;910,17;14,03;64,37;7,37;8,75;89,83;24,37;27,97;91,017;"GB2 2013";"GB2 jul";"jul 2013";"GB2 jul 2013";"GB2 BGR"
"78";"LV1";"BGR";"sep";"2011";"P";42,59;8,07;910,12;12,07;70,26;8,03;7,56;89,88;27,67;34,52;91,012;"LV1 2011";"LV1 sep";"sep 2011";"LV1 sep 2011";"LV1 BGR"
"79";"WD1";"BGR";"jul";"2013";"S";43,57;9,99;910,06;9,34;70,91;5,21;5,81;89,94;27,34;33,58;91,006;"WD1 2013";"WD1 jul";"jul 2013";"WD1 jul 2013";"WD1 BGR"
"80";"LV2";"BGR";"aug";"2013";"H";45,4;26,88;909,98;NA;52,19;6,54;NA;90,02;6,79;18,52;90,998;"LV2 2013";"LV2 aug";"aug 2013";"LV2 aug 2013";"LV2 BGR"
"81";"LV1";"EXC";"jun";"2013";"P";46,17;7,69;909,92;10,1;74,68;6,43;6,31;90,08;28,51;38,48;90,992;"LV1 2013";"LV1 jun";"jun 2013";"LV1 jun 2013";"LV1 EXC"
"82";"LV1";"EXC";"sep";"2011";"P";40,95;6,78;909,56;16,49;70,68;9,53;10,31;90,44;29,73;34,17;90,956;"LV1 2011";"LV1 sep";"sep 2011";"LV1 sep 2011";"LV1 EXC"
"83";"WD1";"EXC";"aug";"2013";"H";35,97;19,86;909,39;10,74;47,16;5,96;6,69;90,61;11,19;16,11;90,939;"WD1 2013";"WD1 aug";"aug 2013";"WD1 aug 2013";"WD1 EXC"
"84";"WD1";"EXC";"aug";"2011";"P";34,44;5,87;909,36;22,87;62,8;13,42;14,31;90,64;28,36;28,57;90,936;"WD1 2011";"WD1 aug";"aug 2011";"WD1 aug 2011";"WD1 EXC"
"85";"GB1";"EXC";"jul";"2013";"F";35,35;5,6;909,33;10,85;61,89;6,25;6,81;90,67;26,54;29,75;90,933;"GB1 2013";"GB1 jul";"jul 2013";"GB1 jul 2013";"GB1 EXC"
"86";"LV2";"BGR";"aug";"2011";"P";34,15;5,74;909,32;26,4;61,57;15,81;16,5;90,68;27,42;28,41;90,932;"LV2 2011";"LV2 aug";"aug 2011";"LV2 aug 2011";"LV2 BGR"
"87";"WD1";"EXC";"jun";"2013";"S";40,27;8,37;909,28;8,73;64,95;3,47;5,44;90,72;24,68;31,9;90,928;"WD1 2013";"WD1 jun";"jun 2013";"WD1 jun 2013";"WD1 EXC"
"88";"WD2";"EXC";"jul";"2013";"H";33,73;16,93;909,26;9,59;45,11;5,15;6;90,74;11,38;16,8;90,926;"WD2 2013";"WD2 jul";"jul 2013";"WD2 jul 2013";"WD2 EXC"
"89";"GB1";"BGR";"jul";"2013";"F";34,04;7;909,25;15,12;60,49;8,71;9,44;90,75;26,45;27,04;90,925;"GB1 2013";"GB1 jul";"jul 2013";"GB1 jul 2013";"GB1 BGR"
"90";"GB2";"EXC";"jun";"2013";"S";38,81;9,79;909,24;24,69;63,48;5,6;15,44;90,76;24,67;29,02;90,924;"GB2 2013";"GB2 jun";"jun 2013";"GB2 jun 2013";"GB2 EXC"
"91";"LV2";"BGR";"sep";"2013";"P";41,18;6,75;909,1;9,12;68,08;5,26;5,69;90,9;26,9;34,43;90,91;"LV2 2013";"LV2 sep";"sep 2013";"LV2 sep 2013";"LV2 BGR"
"92";"GB1";"EXC";"aug";"2013";"S";35,48;9,84;908,88;12,44;55,32;7,58;7,75;91,12;19,84;25,64;90,888;"GB1 2013";"GB1 aug";"aug 2013";"GB1 aug 2013";"GB1 EXC"
